Date,Close,Ticker
7/22/2019 16:00:00,28.07,DOMO
7/23/2019 16:00:00,28.58,DOMO
7/24/2019 16:00:00,29.21,DOMO
7/25/2019 16:00:00,29.12,DOMO
7/26/2019 16:00:00,30.22,DOMO
7/29/2019 16:00:00,29.15,DOMO
7/30/2019 16:00:00,29.21,DOMO
7/31/2019 16:00:00,27.74,DOMO
8/1/2019 16:00:00,27.59,DOMO
8/2/2019 16:00:00,26.68,DOMO
8/5/2019 16:00:00,26.08,DOMO
8/6/2019 16:00:00,25.37,DOMO
8/7/2019 16:00:00,25.39,DOMO
8/8/2019 16:00:00,26.15,DOMO
8/9/2019 16:00:00,25.89,DOMO
8/12/2019 16:00:00,25.51,DOMO
8/13/2019 16:00:00,25.92,DOMO
8/14/2019 16:00:00,25.44,DOMO
8/15/2019 16:00:00,25.08,DOMO
8/16/2019 16:00:00,25.42,DOMO
8/19/2019 16:00:00,25.28,DOMO
8/20/2019 16:00:00,24.93,DOMO
8/21/2019 16:00:00,23.69,DOMO
8/22/2019 16:00:00,23.8,DOMO
8/23/2019 16:00:00,24.08,DOMO
8/26/2019 16:00:00,23.83,DOMO
8/27/2019 16:00:00,22.71,DOMO
8/28/2019 16:00:00,23.06,DOMO
8/29/2019 16:00:00,24.53,DOMO
8/30/2019 16:00:00,24.83,DOMO
9/3/2019 16:00:00,24.24,DOMO
9/4/2019 16:00:00,24.13,DOMO
9/5/2019 16:00:00,25.21,DOMO
9/6/2019 16:00:00,15.77,DOMO
9/9/2019 16:00:00,15.95,DOMO
9/10/2019 16:00:00,17.12,DOMO
9/11/2019 16:00:00,17.07,DOMO
9/12/2019 16:00:00,17.04,DOMO
9/13/2019 16:00:00,16.94,DOMO
9/16/2019 16:00:00,17.56,DOMO
9/17/2019 16:00:00,17.77,DOMO
9/18/2019 16:00:00,17.86,DOMO
9/19/2019 16:00:00,18.04,DOMO
9/20/2019 16:00:00,17.8,DOMO
9/23/2019 16:00:00,17.31,DOMO
9/24/2019 16:00:00,16.75,DOMO
9/25/2019 16:00:00,16.88,DOMO
9/26/2019 16:00:00,16.48,DOMO
9/27/2019 16:00:00,15.87,DOMO
9/30/2019 16:00:00,15.98,DOMO
10/1/2019 16:00:00,15.3,DOMO
10/2/2019 16:00:00,15.49,DOMO
10/3/2019 16:00:00,16.11,DOMO
10/4/2019 16:00:00,16.43,DOMO
10/7/2019 16:00:00,16.41,DOMO
10/8/2019 16:00:00,15.53,DOMO
10/9/2019 16:00:00,15.35,DOMO
10/10/2019 16:00:00,15.78,DOMO
10/11/2019 16:00:00,16.31,DOMO
10/14/2019 16:00:00,16.33,DOMO
10/15/2019 16:00:00,16.31,DOMO
10/16/2019 16:00:00,16.23,DOMO
10/17/2019 16:00:00,16.09,DOMO
10/18/2019 16:00:00,15.62,DOMO
10/21/2019 16:00:00,16.2,DOMO
10/22/2019 16:00:00,15.97,DOMO
10/23/2019 16:00:00,15.99,DOMO
10/24/2019 16:00:00,16.71,DOMO
10/25/2019 16:00:00,16.99,DOMO
10/28/2019 16:00:00,16.51,DOMO
10/29/2019 16:00:00,16.15,DOMO
10/30/2019 16:00:00,16.24,DOMO
10/31/2019 16:00:00,16.08,DOMO
11/1/2019 16:00:00,16.48,DOMO
11/4/2019 16:00:00,16.25,DOMO
11/5/2019 16:00:00,16.4,DOMO
11/6/2019 16:00:00,16.3,DOMO
11/7/2019 16:00:00,16.39,DOMO
11/8/2019 16:00:00,16.57,DOMO
11/11/2019 16:00:00,16.62,DOMO
11/12/2019 16:00:00,17.17,DOMO
11/13/2019 16:00:00,16.91,DOMO
11/14/2019 16:00:00,16.94,DOMO
11/15/2019 16:00:00,16.8,DOMO
11/18/2019 16:00:00,16.83,DOMO
11/19/2019 16:00:00,17.03,DOMO
11/20/2019 16:00:00,17.92,DOMO
11/21/2019 16:00:00,17.48,DOMO
11/22/2019 16:00:00,17.53,DOMO
11/25/2019 16:00:00,18.02,DOMO
11/26/2019 16:00:00,18.15,DOMO
11/27/2019 16:00:00,18.62,DOMO
11/29/2019 13:00:00,18.8,DOMO
12/2/2019 16:00:00,19.67,DOMO
12/3/2019 16:00:00,19.92,DOMO
12/4/2019 16:00:00,19.61,DOMO
12/5/2019 16:00:00,19.5,DOMO
12/6/2019 16:00:00,23.39,DOMO
12/9/2019 16:00:00,23.38,DOMO
12/10/2019 16:00:00,24.57,DOMO
12/11/2019 16:00:00,23.72,DOMO
