Date,Close,Ticker
1/2/2015 16:00:00,69,COUP
1/5/2015 16:00:00,67.72,COUP
1/6/2015 16:00:00,66.92,COUP
1/7/2015 16:00:00,69.44,COUP
1/8/2015 16:00:00,78.6,COUP
1/9/2015 16:00:00,78.24,COUP
1/12/2015 16:00:00,75.68,COUP
1/13/2015 16:00:00,78.48,COUP
1/14/2015 16:00:00,76.16,COUP
1/15/2015 16:00:00,70.28,COUP
1/16/2015 16:00:00,69.92,COUP
1/20/2015 16:00:00,65.8,COUP
1/21/2015 16:00:00,64.08,COUP
1/22/2015 16:00:00,65.48,COUP
1/23/2015 16:00:00,63.48,COUP
1/26/2015 16:00:00,59.64,COUP
1/27/2015 16:00:00,60.2,COUP
1/28/2015 16:00:00,59.12,COUP
1/29/2015 16:00:00,57.4,COUP
1/30/2015 16:00:00,57.28,COUP
2/2/2015 16:00:00,56.68,COUP
2/3/2015 16:00:00,59.2,COUP
2/4/2015 16:00:00,57.52,COUP
2/5/2015 16:00:00,57.96,COUP
2/6/2015 16:00:00,58.8,COUP
2/9/2015 16:00:00,58.04,COUP
2/10/2015 16:00:00,43,COUP
2/11/2015 16:00:00,44.36,COUP
2/12/2015 16:00:00,44.52,COUP
2/13/2015 16:00:00,44.24,COUP
2/17/2015 16:00:00,43.72,COUP
2/18/2015 16:00:00,43.12,COUP
2/19/2015 16:00:00,41.28,COUP
2/20/2015 16:00:00,40.04,COUP
2/23/2015 16:00:00,40.24,COUP
2/24/2015 16:00:00,40.36,COUP
2/25/2015 16:00:00,39.84,COUP
2/26/2015 16:00:00,39.56,COUP
2/27/2015 16:00:00,39,COUP
3/2/2015 16:00:00,40.24,COUP
3/3/2015 16:00:00,37.96,COUP
3/4/2015 16:00:00,38.08,COUP
3/5/2015 16:00:00,38.68,COUP
3/6/2015 16:00:00,39.08,COUP
3/9/2015 16:00:00,38.8,COUP
3/10/2015 16:00:00,38.8,COUP
3/11/2015 16:00:00,39.12,COUP
3/12/2015 16:00:00,40,COUP
3/13/2015 16:00:00,40.6,COUP
3/16/2015 16:00:00,40.4,COUP
3/17/2015 16:00:00,41.64,COUP
3/18/2015 16:00:00,42.72,COUP
3/19/2015 16:00:00,43.12,COUP
3/20/2015 16:00:00,45.68,COUP
3/23/2015 16:00:00,48.08,COUP
3/24/2015 16:00:00,48.48,COUP
3/25/2015 16:00:00,47.36,COUP
3/26/2015 16:00:00,45.48,COUP
3/27/2015 16:00:00,46.72,COUP
3/30/2015 16:00:00,46.28,COUP
3/31/2015 16:00:00,46.96,COUP
4/1/2015 16:00:00,48.04,COUP
4/2/2015 16:00:00,50.24,COUP
4/6/2015 16:00:00,51.08,COUP
4/7/2015 16:00:00,52.12,COUP
4/8/2015 16:00:00,55,COUP
4/9/2015 16:00:00,53.56,COUP
4/10/2015 16:00:00,56,COUP
4/13/2015 16:00:00,53.8,COUP
4/14/2015 16:00:00,51.36,COUP
4/15/2015 16:00:00,50.56,COUP
4/16/2015 16:00:00,51.92,COUP
4/17/2015 16:00:00,49.64,COUP
4/20/2015 16:00:00,50,COUP
